slug,exception_info
JacksonDatabind_88,"junit.framework.AssertionFailedError: Expected an exception with one of substrings ([not subtype of]): got one (of type com.fasterxml.jackson.databind.JsonMappingException) with message ""Problem deserializing property 'w' (expected type: [simple type, class com.fasterxml.jackson.databind.jsontype.GenericTypeId1735Test$Payload1735]; actual type: java.util.HashMap), problem: Can not set com.fasterxml.jackson.databind.jsontype.GenericTypeId1735Test$Payload1735 field com.fasterxml.jackson.databind.jsontype.GenericTypeId1735Test$Wrapper1735.w to java.util.HashMap"
JacksonDatabind_90,"com.fasterxml.jackson.databind.JsonMappingException: Can not construct instance of com.fasterxml.jackson.databind.creators.DelegatingArrayCreator1804Test$MyType: abstract types either need to be mapped to concrete types, have custom deserializer, or contain additional type information"
JacksonDatabind_91,"junit.framework.AssertionFailedError: Not using custom key deserializer for input: {""data"":{""1st"":""onedata"",""2nd"":""twodata""}}; resulted in: {1st=onedata, 2nd=twodata}"
JacksonDatabind_92,junit.framework.AssertionFailedError: Should not pass
JacksonDatabind_93,java.lang.NullPointerException
JacksonDatabind_94,"junit.framework.AssertionFailedError: Expected an exception with one of substrings ([Illegal type]): got one with message ""Can not instantiate value of type [simple type, class com.mchange.v2.c3p0.jacksontest.ComboPooledDataSource] from String value ('/tmp/foobar.txt'); no single-String constructor/factory method"
JacksonDatabind_95,java.lang.NullPointerException
JacksonDatabind_96,com.fasterxml.jackson.databind.exc.InvalidDefinitionException: Invalid definition for property `param_name0` (of type `com.fasterxml.jackson.databind.deser.creators.CreatorWithNamingStrategyTest$OneProperty`): Could not find creator property with name 'param_name0' (known Creator properties: [paramName0])
JacksonDatabind_97,"junit.framework.ComparisonFailure: expected:<...Str"":""The value is: [Hello!]""}}> but was:<...Str"":""The value is: [NULL]""}}>"
JacksonDatabind_98,"com.fasterxml.jackson.databind.exc.InvalidDefinitionException: Cannot construct instance of `com.fasterxml.jackson.databind.jsontype.ext.ExternalTypeIdWithEnum1328Test$AnimalAndType`, problem: argument type mismatch"
JacksonDatabind_99,junit.framework.ComparisonFailure: expected:<...rence<java.lang.Long[>]> but was:<...rence<java.lang.Long[]>
JacksonDatabind_100,"junit.framework.AssertionFailedError: Failed (variant MODIFIED-FOR-URL, data length 1): Cannot access contents of TextNode as binary due to broken Base64 encoding: Unexpected end-of-String in base64 content"
JacksonDatabind_101,junit.framework.AssertionFailedError: expected:<4> but was:<0>
JacksonDatabind_102,"junit.framework.ComparisonFailure: expected:<[""1980+04+14""]> but was:<[324547200000]>"
JacksonDatabind_103,"junit.framework.AssertionFailedError: Should only get one 'at [' marker, got 2, source: Cannot deserialize Map key of type `com.fasterxml.jackson.databind.BaseMapTest$ABC` from String ""value"": not a valid representation, problem: (com.fasterxml.jackson.databind.exc.InvalidFormatException) Cannot deserialize Map key of type `com.fasterxml.jackson.databind.BaseMapTest$ABC` from String ""value"": not one of values excepted for Enum class: [A, B, C]"
JacksonDatabind_104,"org.junit.ComparisonFailure: expected:<""[+10]204-01-01T00:00:00.0...> but was:<""[:]204-01-01T00:00:00.0...>"
JacksonDatabind_105,com.fasterxml.jackson.databind.exc.MismatchedInputException: Cannot construct instance of `java.lang.Void` (although at least one Creator exists): no int/Int-argument constructor/factory method to deserialize from Number value (123)
JacksonDatabind_106,junit.framework.AssertionFailedError: Expected failure for `long` overflow
JacksonDatabind_107,"com.fasterxml.jackson.databind.JsonMappingException: (was java.lang.NullPointerException) (through reference chain: com.fasterxml.jackson.databind.deser.filter.ProblemHandlerUnknownTypeId2221Test$GenericContent[""innerObjects""]->java.util.ArrayList[1])"
JacksonDatabind_108,"junit.framework.AssertionFailedError: Should get `null` for reads with `JsonParser`, instead got: com.fasterxml.jackson.databind.node.MissingNode"
JacksonDatabind_109,"junit.framework.ComparisonFailure: expected:<{""value"":""[0.0000000005]""}> but was:<{""value"":""[5E-10]""}>"
JacksonDatabind_110,"com.fasterxml.jackson.databind.exc.InvalidDefinitionException: Cannot construct instance of `java.util.Collections$UnmodifiableList` (no Creators, like default construct, exist): no default no-arguments constructor found"
JacksonDatabind_111,junit.framework.AssertionFailedError
JacksonDatabind_112,com.fasterxml.jackson.databind.exc.MismatchedInputException: Cannot construct instance of `com.fasterxml.jackson.databind.deser.creators.DelegatingArrayCreator2324Test$ImmutableBag` (although at least one Creator exists): no default no-arguments constructor found
JacksonXml_1,junit.framework.AssertionFailedError: expected:<1> but was:<0>
JacksonXml_1,junit.framework.AssertionFailedError
JacksonXml_2,junit.framework.AssertionFailedError: expected:<27> but was:<0>
JacksonXml_3,junit.framework.ComparisonFailure: expected:<7> but was:<null>
JacksonXml_4,junit.framework.ComparisonFailure: expected:<<[rudy]/>> but was:<<[null]/>>
JacksonXml_5,"junit.framework.AssertionFailedError: Should NOT use name 'AnnotatedName' but 'Pojo282', xml = <AnnotatedName><a>3</a></AnnotatedName>"
JacksonXml_6,"com.fasterxml.jackson.databind.JsonMappingException: Operation not supported by generator of type com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator (through reference chain: com.fasterxml.jackson.dataformat.xml.ser.TestBinaryStreamToXMLSerialization$TestPojo[""field""])"
Jsoup_1,junit.framework.AssertionFailedError: expected:<[foo bar baz]> but was:<[bar baz foo]>
Jsoup_2,junit.framework.AssertionFailedError: expected:<...dy>pre <script>inner[</script> aft]</body></html>> but was:<...dy>pre <script>inner[ aft</script>]</body></html>>
Jsoup_3,junit.framework.AssertionFailedError: expected:<...tr><td>1</td></tr><t[r><td>2</td></tr]></table>> but was:<...tr><td>1</td></tr><t[able><tr><td>2</td></tr></table]></table>>
Jsoup_3,junit.framework.AssertionFailedError: expected:<...> <tr><td> <table><t[r><td>3</td> <td>4</td></tr></table> </td></tr><tr><td>5]</td></tr></table>> but was:<...> <tr><td> <table><t[d>3</td> <td>4</td></table> <tr><td>5</td></tr>]</td></tr></table>>
Jsoup_4,junit.framework.AssertionFailedError: expected:<...ello &amp;&lt;&gt; &[A]ring; &aring; &#960;...> but was:<...ello &amp;&lt;&gt; &[a]ring; &aring; &#960;...>
Jsoup_5,java.lang.StringIndexOutOfBoundsException: String index out of range: 14
Jsoup_6,java.lang.IllegalArgumentException: Illegal group reference: group index is missing
Jsoup_6,java.lang.IllegalArgumentException: character to be escaped is missing
Jsoup_7,junit.framework.AssertionFailedError: expected:<...</script><noscript><[/noscript></head><body><p>two</p><p>three</p></body]></html>> but was:<...</script><noscript><[body><p>two</p><body><p>three</p></body></body></noscript></head]></html>>
Jsoup_8,java.lang.NullPointerException
Jsoup_9,junit.framework.AssertionFailedError: expected:<...<> Å π π 新 there &! [¾]> but was:<...<> Å π π 新 there &! [&frac34;]>
Jsoup_10,junit.framework.AssertionFailedError: expected:<...tp://jsoup.org/path/[file]?foo> but was:<...tp://jsoup.org/path/[]?foo>
Jsoup_11,org.jsoup.select.Selector$SelectorParseException: Could not parse query ':not(p)': unexpected token at ':not(p)'
Jsoup_12,org.jsoup.select.Selector$SelectorParseException: Could not parse query '=x|y]': unexpected token at '=x|y]'
Jsoup_13,junit.framework.AssertionFailedError
Jsoup_13,junit.framework.AssertionFailedError: expected:<[http://jsoup.org]> but was:<[]>
Jsoup_14,junit.framework.AssertionFailedError: expected:<one[]> but was:<one[<p>two]>
Jsoup_15,junit.framework.AssertionFailedError: expected:<Hello []There> but was:<Hello ['); i++; ]There>
Jsoup_16,"junit.framework.AssertionFailedError: expected:<<!DOCTYPE html [""]http://www.ibm.com/d...> but was:<<!DOCTYPE html []http://www.ibm.com/d...>"
Jsoup_17,junit.framework.AssertionFailedError: expected:<[0
Jsoup_18,junit.framework.AssertionFailedError: expected:<one []> but was:<one [
Jsoup_18,"junit.framework.AssertionFailedError: expected:<<a href=""one"" []id=""two""></a>> but was:<<a href=""one"" [="""" ]id=""two""></a>>"
Jsoup_19,"junit.framework.AssertionFailedError: expected:<<img [src=""cid:12345"" /> "
Jsoup_20,junit.framework.AssertionFailedError: expected:<[One]> but was:<[]>
Jsoup_21,java.util.regex.PatternSyntaxException: Unclosed character class near index 3
Jsoup_22,junit.framework.AssertionFailedError: expected:<2> but was:<3>
Jsoup_23,junit.framework.AssertionFailedError: expected:<[&sup1;&sup2;&sup3;&frac14;&frac12;&]frac34;> but was:<[⊃1;⊃2;⊃3;&amp;frac14;&amp;frac12;&amp;]frac34;>
Jsoup_24,junit.framework.AssertionFailedError: expected:<...ocument.write('</scr['] + 'ipt>');
Jsoup_25,junit.framework.AssertionFailedError: expected:<One[
Jsoup_26,java.lang.NullPointerException
Jsoup_27,junit.framework.AssertionFailedError: expected:<[utf]-8> but was:<[UTF]-8>
Jsoup_28,junit.framework.AssertionFailedError: expected:<One [&amp;clubsuit]e; ♣> but was:<One [♣]e; ♣>
Jsoup_28,junit.framework.AssertionFailedError: expected:<Hello &<> ® Å [&angst] π π 新 there &! ¾ © ...> but was:<Hello &<> ® Å [Å] π π 新 there &! ¾ © ...>
Jsoup_28,junit.framework.AssertionFailedError: expected:<...23&mid-size=true&ok=[&wr]> but was:<...23&mid-size=true&ok=[≀]>
Jsoup_29,junit.framework.AssertionFailedError: expected:<Hello[ there] now> but was:<Hello[
Jsoup_30,junit.framework.AssertionFailedError
Jsoup_31,junit.framework.AssertionFailedError: expected:<<[?xml encoding='UTF-8' ?]> <body> One </body>...> but was:<<[!--?xml encoding='UTF-8' ?--]> <body> One </body>...>
Jsoup_32,junit.framework.AssertionFailedError
Jsoup_33,"junit.framework.AssertionFailedError: expected:<...src=""/foo""></script>[<div id=""2""><img /><img /></div><a id=""3""></a><i></i><foo /><foo>One</foo> <hr /> hr text <hr />] hr text two> but was:<...src=""/foo""></script>[&lt;div id=2&gt;&lt;img /&gt;&lt;img&gt;&lt;/div&gt;&lt;a id=3 /&gt;&lt;i /&gt;&lt;foo /&gt;&lt;foo&gt;One&lt;/foo&gt; &lt;hr /&gt; hr text &lt;hr&gt;] hr text two>"
Jsoup_34,java.lang.ArrayIndexOutOfBoundsException: 11
Jsoup_34,java.lang.ArrayIndexOutOfBoundsException: 8
Jsoup_35,"junit.framework.AssertionFailedError: expected:<...com/"">Link</a>"
Jsoup_36,java.nio.charset.IllegalCharsetNameException: charset=iso-8859-1
Jsoup_36,"java.nio.charset.IllegalCharsetNameException: UTF-8"""
Jsoup_37,junit.framework.AssertionFailedError: expected:<[   
Jsoup_38,junit.framework.AssertionFailedError: expected:<<img />
Jsoup_39,junit.framework.AssertionFailedError: expected:<[One]> but was:<[]>
Jsoup_40,java.lang.IllegalArgumentException: String must not be empty
Jsoup_41,"junit.framework.AssertionFailedError: expected: org.jsoup.nodes.Element<<p class=""one"">One</p>> but was: org.jsoup.nodes.Element<<p class=""one"">One</p>>"
Jsoup_42,junit.framework.AssertionFailedError: expected:<6> but was:<7>
Jsoup_43,junit.framework.AssertionFailedError
Jsoup_44,junit.framework.AssertionFailedError: Search text did not come after comment
Jsoup_45,junit.framework.AssertionFailedError: expected:<1> but was:<5>
Jsoup_46,junit.framework.AssertionFailedError: Should not have contained a '?'.
Jsoup_47,"junit.framework.AssertionFailedError: expected:<<a title=""[&lt;p>One&lt;]/p>"">One</a>> but was:<<a title=""[<p>One<]/p>"">One</a>>"
Jsoup_48,"junit.framework.AssertionFailedError: expected:<no-cache[, no-store]> but was:<no-cache[]>"
Jsoup_49,junit.framework.AssertionFailedError: expected:<...><div3>Check</div3><[div4></div4><div1></div1><div2></div2><]/body>> but was:<...><div3>Check</div3><[]/body>>
Jsoup_50,junit.framework.AssertionFailedError
Jsoup_51,junit.framework.AssertionFailedError: expected:<[Yes]> but was:<[]>
Jsoup_52,"junit.framework.AssertionFailedError: expected:<....0"" encoding=""UTF-8""[?]>"
Jsoup_52,"junit.framework.AssertionFailedError: expected:<<?xml encoding=[""UTF-8""]?> <body> One </body...> but was:<<?xml encoding=['UTF-8' ]?> <body> One </body...>"
Jsoup_53,org.jsoup.select.Selector$SelectorParseException: Could not parse query 'div[data='End]'': unexpected token at '''
Jsoup_54,org.w3c.dom.DOMException: INVALID_CHARACTER_ERR: An invalid or illegal XML character is specified. 
Jsoup_55,junit.framework.AssertionFailedError: SelfClosingStartTag ignores last character
Jsoup_56,"junit.framework.AssertionFailedError: expected:<<!DOCTYPE html [SYSTEM ]""exampledtdfile.dtd""...> but was:<<!DOCTYPE html []""exampledtdfile.dtd""...>"
Jsoup_57,java.util.ConcurrentModificationException
Jsoup_58,junit.framework.AssertionFailedError
Jsoup_59,java.lang.IllegalArgumentException: String must not be empty
Jsoup_60,junit.framework.AssertionFailedError: Expected exception: org.jsoup.select.Selector$SelectorParseException
Jsoup_61,junit.framework.AssertionFailedError: expected:<3> but was:<1>
Jsoup_61,junit.framework.AssertionFailedError
Jsoup_62,junit.framework.AssertionFailedError: expected:<<r> <X> A <[/X> <y> B </y]> </r>> but was:<<r> <X> A <[y> B </y> </X]> </r>>
Jsoup_63,junit.framework.AssertionFailedError: expected:<18: [Tag cannot be self closing; not a void tag]> but was:<18: [Self closing flag not acknowledged]>
Jsoup_64,"junit.framework.AssertionFailedError: expected:<...ead><style></style><[meta name=""foo""></head><body>One]</body></html>> but was:<...ead><style></style><[/head><body>&lt;meta name=foo&gt;&lt;/head&gt;&lt;body&gt;One&lt;/body&gt;&lt;/html&gt;]</body></html>>"
Jsoup_65,junit.framework.AssertionFailedError
Jsoup_66,java.lang.NullPointerException
Jsoup_67,junit.framework.AssertionFailedError
Jsoup_68,java.lang.StackOverflowError
Jsoup_69,junit.framework.AssertionFailedError: expected:<2> but was:<3>
Jsoup_70,junit.framework.AssertionFailedError: expected:<code[
Jsoup_71,org.jsoup.select.Selector$SelectorParseException: Could not parse query 'p:matchText': unexpected token at ':matchText'
Jsoup_72,java.lang.StringIndexOutOfBoundsException: String index out of range: -1
Jsoup_73,junit.framework.AssertionFailedError: expected:<http://[www.w3.org/1999/xhtml]> but was:<http://[example.com/clip]>
Jsoup_74,junit.framework.AssertionFailedError: expected:<This[isonelong]word> but was:<This[­is​one‌long‍]word>
Jsoup_75,"junit.framework.AssertionFailedError: expected:<...mg src=""foo"" noshade[] nohref async autofo...> but was:<...mg src=""foo"" noshade[=""""] nohref async autofo...>"
Jsoup_76,junit.framework.AssertionFailedError: expected:<
Jsoup_77,junit.framework.AssertionFailedError: expected:<<div>
Jsoup_78,org.jsoup.UncheckedIOException: java.io.IOException: Underlying input stream returned zero bytes
Jsoup_79,java.lang.UnsupportedOperationException: Leaf Nodes do not have child nodes.
Jsoup_80,"java.lang.IndexOutOfBoundsException: Index: 0, Size: 0"
Jsoup_81,junit.framework.AssertionFailedError: expected:<Hell[ö Wö]rld!> but was:<Hell[� W�]rld!>
Jsoup_82,junit.framework.AssertionFailedError: expected:<[UTF-8]> but was:<[ISO-2022-CN]>
Jsoup_83,"junit.framework.AssertionFailedError: expected:<<p[></p><p></p><div id=""one""><span>Two</span></div]>> but was:<<p[ <p<div id=""one"" <span>Two</p]>>"
Jsoup_83,junit.framework.AssertionFailedError: expected:<<p =a>One<a[></a></p><p><a>Something</a></p><a]>Else</a>> but was:<<p =a>One<a[ <p>Something</a></p><a <p]>Else</a>>
Jsoup_84,org.w3c.dom.DOMException: NAMESPACE_ERR: An attempt is made to create or change an object in a way which is incorrect with regard to namespaces.
Jsoup_85,junit.framework.AssertionFailedError: Expected exception: java.lang.IllegalArgumentException
Jsoup_86,"java.lang.IndexOutOfBoundsException: Index: 0, Size: 0"
Jsoup_87,junit.framework.AssertionFailedError: expected:<<A> ONE <[/A> <A> Two] </A>> but was:<<A> ONE <[A> Two </A>] </A>>
Jsoup_88,junit.framework.AssertionFailedError: expected:<> but was:<null>
Jsoup_89,java.lang.NullPointerException
Jsoup_90,java.lang.ArrayIndexOutOfBoundsException: 1
Jsoup_91,junit.framework.AssertionFailedError
Jsoup_92,"junit.framework.AssertionFailedError: expected:<<p One=""[One"" one=""Three"" two=""Four]"" Two=""Six"">Text</p>> but was:<<p One=""[Two"" one=""Three"" two=""Five]"" Two=""Six"">Text</p>>"
Jsoup_92,"junit.framework.AssertionFailedError: expected:<<p One=""[One"" ONE=""Two"" one=""Three"" two=""Six]"" Two=""Eight"">Text</...> but was:<<p One=""[Four"" ONE=""Five"" one=""Three"" two=""Seven]"" Two=""Eight"">Text</...>"
Jsoup_93,junit.framework.AssertionFailedError: expected:<6> but was:<7>
JxPath_1,java.lang.NullPointerException
JxPath_2,"junit.framework.AssertionFailedError: Evaluating value iterator <test:nodeSet()> expected:<[Nested: Name 1, Nested: Name 2]> but was:<[[/beans[1], /beans[2]]]>"
JxPath_3,junit.framework.AssertionFailedError
JxPath_4,junit.framework.AssertionFailedError: expected:<foo> but was:< foo >
JxPath_5,org.apache.commons.jxpath.JXPathException: Cannot compare pointers that do not belong to the same tree: '' and '$var'
JxPath_6,junit.framework.AssertionFailedError: Evaluating <$d = 'a'> expected:<true> but was:<false>
JxPath_7,junit.framework.AssertionFailedError: Evaluating <$array > 0> expected:<true> but was:<false>
JxPath_8,junit.framework.AssertionFailedError: Evaluating <$nan > $nan> expected:<false> but was:<true>
JxPath_9,junit.framework.AssertionFailedError: Evaluating <$nan = $nan> expected:<false> but was:<true>
JxPath_10,junit.framework.AssertionFailedError: Evaluating </idonotexist >= 0> expected:<false> but was:<true>
JxPath_11,junit.framework.AssertionFailedError: Evaluating <vendor[1]/product[1]/rate:amount[1]/@rate:discount> expected:<10%> but was:<20%>
JxPath_11,org.apache.commons.jxpath.JXPathNotFoundException: No value for xpath: vendor[1]/product[1]/rate:amount[1]/@rate:discount
JxPath_12,org.apache.commons.jxpath.JXPathNotFoundException: No value for xpath: /ElementA/B:ElementB
JxPath_13,org.apache.commons.jxpath.JXPathException: Unknown namespace prefix: A
JxPath_14,junit.framework.AssertionFailedError: Evaluating <round('NaN')> expected:<NaN> but was:<0.0>
JxPath_15,junit.framework.AssertionFailedError: Evaluating </vendor[1]/contact[4] | /vendor[1]/contact[1]> expected:<John> but was:<Jack Black>
JxPath_16,junit.framework.ComparisonFailure: Evaluating pointer <//location[2]/following::node()[2]> expected:<...vendor[1]/product[1][]> but was:<...vendor[1]/product[1][/product:name[1]]>
JxPath_16,junit.framework.ComparisonFailure: Evaluating pointer <//location[2]/preceding::node()[3]> expected:<...ndor[1]/location[1]/[employeeCount[1]/text()][1]> but was:<...ndor[1]/location[1]/[address][1]>
JxPath_17,"junit.framework.AssertionFailedError: Evaluating value iterator <vendor/product/price:amount/@*> expected:<[10%, 20%]> but was:<[20%]>"
JxPath_18,"junit.framework.AssertionFailedError: Evaluating value iterator <vendor/product/price:amount/attribute::node()> expected:<[10%, 20%]> but was:<[]>"
JxPath_19,"junit.framework.AssertionFailedError: Evaluating pointer iterator </a:doc/a:elem> expected:<[/a:doc[1]/a:elem[1], /a:doc[1]/a:elem[2]]> but was:<[/a:doc[1]/a:elem[1], /a:doc[1]/a:elem[1]]>"
JxPath_20,junit.framework.AssertionFailedError: Evaluating <$a + $b <= $c> expected:<true> but was:<false>
JxPath_21,junit.framework.AssertionFailedError: Evaluating value iterator <$testnull/nothing[1]> expected:<[null]> but was:<[]>
JxPath_21,junit.framework.AssertionFailedError: Evaluating <map/b != map/a> expected:<true> but was:<false>
JxPath_22,junit.framework.ComparisonFailure: expected:</b:foo[1]/[test[1]]> but was:</b:foo[1]/[node()[2]]>
Lang_1,"java.lang.NumberFormatException: For input string: ""80000000"""
Lang_3,junit.framework.AssertionFailedError
Lang_4,junit.framework.AssertionFailedError: Incorrect codepoint consumption expected:<3> but was:<0>
Lang_5,java.lang.IllegalArgumentException: Invalid locale format: _GB
Lang_6,java.lang.StringIndexOutOfBoundsException: String index out of range: 2
Lang_7,junit.framework.AssertionFailedError: Expected NumberFormatException
Lang_8,	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
Lang_9,	at org.apache.commons.lang3.time.FastDateParserTest.testLANG_832(FastDateParserTest.java:348)
Lang_10,	at org.apache.commons.lang3.time.FastDateParserTest.testLANG_831(FastDateParserTest.java:348)
Lang_11,junit.framework.AssertionFailedError: Message (bound must be positive) must contain 'start'
Lang_12,java.lang.ArrayIndexOutOfBoundsException: 292402521
Lang_13,org.apache.commons.lang3.SerializationException: ClassNotFoundException while reading cloned object data
Lang_14,junit.framework.AssertionFailedError
Lang_15,junit.framework.AssertionFailedError: expected:<2> but was:<0>
Lang_16,java.lang.NumberFormatException: 0Xfade is not a valid number.
Lang_17,junit.framework.ComparisonFailure: expected:<𠮷[A]> but was:<𠮷[?]>
Lang_19,java.lang.StringIndexOutOfBoundsException: String index out of range: 19
Lang_20,java.lang.NullPointerException
Lang_21,junit.framework.AssertionFailedError: LANG-677
Lang_22,junit.framework.AssertionFailedError: expected:<-1073741824> but was:<-2147483648>
Lang_23,"junit.framework.AssertionFailedError: registry, hashcode()"
Lang_24,junit.framework.AssertionFailedError: isNumber(String) LANG-664 failed
Lang_26,"junit.framework.ComparisonFailure: expected:<fredag, week [53]> but was:<fredag, week [01]>"
Lang_27,java.lang.StringIndexOutOfBoundsException: String index out of range: 4
Lang_28,junit.framework.ComparisonFailure: Failed to unescape numeric entities supplementary characters expected:<[𐰢]> but was:<[ఢ]>
Lang_29,junit.framework.AssertionFailedError: expected:<0> but was:<0.0>
Lang_30,junit.framework.AssertionFailedError: expected:<true> but was:<false>
Lang_31,junit.framework.AssertionFailedError: expected:<false> but was:<true>
Lang_32,junit.framework.AssertionFailedError: Expected: <null> but was: []
Lang_33,java.lang.NullPointerException
Lang_34,junit.framework.AssertionFailedError: Expected: <null> but was: {}
Lang_35,java.lang.ClassCastException: [Ljava.lang.Object; cannot be cast to [Ljava.lang.String;
Lang_36,java.lang.NumberFormatException: 2. is not a valid number.
Lang_37,java.lang.ArrayStoreException
Lang_38,junit.framework.ComparisonFailure: dateTime expected:<2009-10-16T[16]:42:16.000Z> but was:<2009-10-16T[08]:42:16.000Z>
Lang_39,java.lang.NullPointerException
Lang_40,junit.framework.AssertionFailedError: en: 0 ß SS
Lang_41,junit.framework.ComparisonFailure: expected:<String[[]]> but was:<String[;]>
Lang_42,junit.framework.ComparisonFailure: High unicode was not escaped correctly expected:<&#[119650];> but was:<&#[55348;&#57186];>
Lang_43,java.lang.OutOfMemoryError: Requested array size exceeds VM limit
Lang_44,java.lang.StringIndexOutOfBoundsException: String index out of range: 0
Lang_45,java.lang.StringIndexOutOfBoundsException: String index out of range: 15
Lang_46,junit.framework.ComparisonFailure: expected:<...tring with a slash ([]/) in it> but was:<...tring with a slash ([\]/) in it>
Lang_47,java.lang.NullPointerException
Lang_49,junit.framework.AssertionFailedError: expected:<1> but was:<100>
Lang_50,junit.framework.AssertionFailedError: expected same:<de_DE> was not:<en_US>
Lang_51,java.lang.StringIndexOutOfBoundsException: String index out of range: 3
Lang_52,junit.framework.ComparisonFailure: expected:<...ipt>alert(\'aaa\');<[\]/script>\';> but was:<...ipt>alert(\'aaa\');<[]/script>\';>
Lang_53,junit.framework.AssertionFailedError: Minute Round Up Failed expected:<Mon Jul 02 08:09:00 PDT 2007> but was:<Mon Jul 02 08:01:00 PDT 2007>
Lang_54,java.lang.IllegalArgumentException: Invalid locale format: fr__POSIX
Lang_55,junit.framework.AssertionFailedError
Lang_56,org.apache.commons.lang.SerializationException: java.io.NotSerializableException: org.apache.commons.lang.time.FastDateFormat$PaddedNumberField
Lang_57,java.lang.NullPointerException
Lang_58,java.lang.NumberFormatException: 1l is not a valid number.
Lang_59,java.lang.ArrayIndexOutOfBoundsException
Lang_60,junit.framework.AssertionFailedError: The contains(char) method is looking beyond the end of the string
Lang_61,junit.framework.AssertionFailedError: expected:<-1> but was:<6>
Lang_62,junit.framework.ComparisonFailure: expected:<[&#12345678;]> but was:<[慎]>
Lang_63,junit.framework.ComparisonFailure: expected:<[09]> but was:<[-2]>
Lang_64,junit.framework.AssertionFailedError
Lang_65,junit.framework.AssertionFailedError: Truncate Calendar.SECOND expected:<Sun Oct 31 01:02:03 MDT 2004> but was:<Sun Oct 31 01:02:03 MST 2004>
Math_1,"org.apache.commons.math3.fraction.FractionConversionException: illegal state: Overflow trying to convert 0.5 to fraction (2,499,999,794/4,999,999,587)"
Math_2,junit.framework.AssertionFailedError
Math_2,junit.framework.AssertionFailedError: sample=-50
Math_3,java.lang.ArrayIndexOutOfBoundsException: 1
Math_4,java.lang.NullPointerException
Math_5,"junit.framework.AssertionFailedError: expected:<(NaN, NaN)> but was:<(Infinity, Infinity)>"
Math_6,junit.framework.AssertionFailedError
Math_7,junit.framework.AssertionFailedError
Math_8,java.lang.ArrayStoreException: org.apache.commons.math3.distribution.DiscreteRealDistributionTest$2
Math_9,junit.framework.AssertionFailedError: arrays first differed at element [0]; expected:<0.028581782127907646> but was:<0.028581782243293483>
Math_10,junit.framework.AssertionFailedError: expected:<0.0> but was:<NaN>
Math_11,junit.framework.AssertionFailedError: expected:<0.1732841149422468> but was:<0.434358862058644>
Math_12,junit.framework.AssertionFailedError: expected:<10.688186123440644> but was:<13.675503685260901>
Math_12,junit.framework.AssertionFailedError: expected:<3.176024051402272> but was:<0.6542132477988758>
Math_12,junit.framework.AssertionFailedError: expected:<23.951334711900845> but was:<1.9236285029185378>
Math_13,java.lang.OutOfMemoryError: Java heap space
Math_14,java.lang.OutOfMemoryError: Java heap space
Math_15,junit.framework.AssertionFailedError: expected:<-1.0> but was:<1.0>
Math_15,junit.framework.AssertionFailedError
Math_16,junit.framework.AssertionFailedError: expected:<0.0> but was:<Infinity>
Math_16,junit.framework.AssertionFailedError
Math_17,junit.framework.AssertionFailedError: assersion failed Multiply #37 x = NaN flags = 1
Math_18,junit.framework.AssertionFailedError: expected:<11.10000000142497> but was:<8.0>
Math_19,"java.lang.Exception: Unexpected exception, expected<org.apache.commons.math3.exception.NumberIsTooLargeException> but was<org.apache.commons.math3.exception.MathIllegalStateException>"
Math_19,junit.framework.AssertionFailedError
Math_20,junit.framework.AssertionFailedError: Out of bounds (0.562780738226138 > 0.5)
Math_21,junit.framework.AssertionFailedError: expected:<0.0> but was:<0.0180652917341963>
Math_21,junit.framework.AssertionFailedError
Math_22,junit.framework.AssertionFailedError: expected:<true> but was:<false>
Math_22,junit.framework.AssertionFailedError: expected:<false> but was:<true>
Math_23,junit.framework.AssertionFailedError
Math_23,junit.framework.AssertionFailedError: Best point not reported
Math_24,junit.framework.AssertionFailedError: Best point not reported
Math_25,junit.framework.AssertionFailedError: Expected exception: org.apache.commons.math3.exception.MathIllegalStateException
Math_26,junit.framework.AssertionFailedError: an exception should have been thrown
Math_27,junit.framework.AssertionFailedError: expected:<2.1691754E9> but was:<-2.125791896E9>
Math_28,org.apache.commons.math3.exception.MaxCountExceededException: illegal state: maximal count (100) exceeded
Math_29,"junit.framework.AssertionFailedError: entry #0, left = 0.0, right = 0.0 expected:<NaN> but was:<0.0>"
Math_29,"junit.framework.AssertionFailedError: entry #5, left = 0.0, right = Infinity expected:<NaN> but was:<0.0>"
Math_30,junit.framework.AssertionFailedError
Math_31,junit.framework.AssertionFailedError: Failing to calculate inverse cumulative probability
Math_31,org.apache.commons.math3.exception.ConvergenceException: illegal state: Continued fraction diverged to NaN for value 0.5
Math_32,java.lang.ClassCastException: org.apache.commons.math3.geometry.partitioning.BoundaryAttribute cannot be cast to java.lang.Boolean
Math_33,junit.framework.AssertionFailedError
Math_34,junit.framework.AssertionFailedError: Expected exception: java.lang.UnsupportedOperationException
Math_35,junit.framework.AssertionFailedError: Expected exception: org.apache.commons.math3.exception.OutOfRangeException
Math_36,junit.framework.AssertionFailedError: expected:<5.0> but was:<NaN>
Math_37,junit.framework.AssertionFailedError: expected:<1.0> but was:<NaN>
Math_38,"org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException: If this exception is thrown, just remove it from the code prelim (at line 1752)"
Math_39,junit.framework.AssertionFailedError
